Time_s,Speed_kmh,GPS_Lat,GPS_Lon,GPS_Alt,Lidar_Points,Min_Distance_m
0.5,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,860,4.86
1.0,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,900,4.86
1.5,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,772,5.0
2.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,840,5.0
2.6,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,873,5.0
3.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,691,5.0
3.6,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,735,5.0
4.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,780,4.86
4.6,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,826,4.86
5.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,656,5.0
5.7,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,692,5.0
6.2,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,820,5.0
6.7,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,702,5.0
7.3,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,723,5.0
7.8,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,843,5.0
8.3,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,483,5.0
8.8,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,607,4.89
9.3,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,862,4.86
9.8,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,767,5.0
10.4,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,612,5.0
10.9,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,711,5.0
11.4,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,762,5.0
11.9,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,415,4.86
12.4,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,915,4.87
12.9,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,685,4.87
13.4,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,886,5.0
14.0,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,902,5.0
14.5,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,765,5.0
15.0,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,887,4.87
15.5,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,731,5.0
16.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,877,4.86
16.6,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,727,5.0
17.1,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,784,5.0
17.6,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,773,5.0
18.2,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,790,4.89
18.7,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,993,4.86
19.2,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,851,4.86
19.8,0.0,-0.0004540566650916844,0.0009838539220246227,0.0019509124103933573,881,4.98
