model,precision,recall,map50,map50_95
pretrained_yolo11s_coco_mapped,0.4130735134803473,0.43876727859952563,0.37475158493177685,0.20137782983106742
finetuned_yolo11s_custom12,0.6118372437934754,0.4527158478186437,0.49461575535612656,0.29457073186810107
