model,precision,recall,map50,map50_95
pretrained_yolo11s_coco_mapped,0.5967928929769919,0.48449102666763294,0.5016795353754329,0.24514411655613055
finetuned_yolo11s_custom5,0.7890262890569485,0.7165651587689619,0.7457039279600748,0.4455429058622503
