frame,time_seconds,target_speed_kmh,speed_kmh,speed_error_kmh,pid_command,throttle,brake,steer,location_x,location_y,location_z
43119,3.3,20.0,18.078544972227967,1.9214550277720335,0.3551599567423653,0.26636996755677395,0.0,0.0,-12.657845497131348,-57.65796661376953,0.0020014953333884478
43120,3.35,20.0,18.099773034761093,1.9002269652389074,0.355162558290791,0.2663719187180933,0.0,0.0,-12.406570434570312,-57.65505599975586,0.0020086669828742743
43121,3.4,20.0,18.111858797420226,1.8881412025797744,0.35773705153544194,0.26830278865158147,0.0,0.0,-12.15470027923584,-57.652191162109375,0.002017402555793524
43122,3.45,20.0,18.124358462651205,1.8756415373487947,0.3611010122836606,0.27082575921274543,0.0,0.0,-11.90377426147461,-57.6492919921875,0.0020252608228474855
43123,3.5,20.0,18.079929969299155,1.9200700307008454,0.36219748002621815,0.2716481100196636,0.0,0.0,-11.653218269348145,-57.646419525146484,0.00202770228497684
43124,3.55,20.0,18.119195123291,1.880804876709,0.3822242191402473,0.2866681643551855,0.0,0.0,-11.402585983276367,-57.643280029296875,0.002024955814704299
43125,3.6,20.0,18.143962835725844,1.8560371642741558,0.3667373340589813,0.275053000544236,0.0,0.0,-11.15207290649414,-57.64016342163086,0.0020229339133948088
43126,3.65,20.0,18.127485642011965,1.8725143579880346,0.36158092687687016,0.2711856951576526,0.0,0.0,-10.901408195495605,-57.63692092895508,0.0020201874431222677
43127,3.7,20.0,17.98300426350802,2.0169957364919817,0.37205310989317975,0.27903983241988484,0.0,0.0,-10.650517463684082,-57.63370132446289,0.002027053851634264
43128,3.75,20.0,18.03317522281874,1.9668247771812588,0.4238668248851485,0.31790011866386136,0.0,0.0,-10.399056434631348,-57.630409240722656,0.002035598736256361
43129,3.8,20.0,17.91822960280598,2.0817703971940205,0.3929606309882619,0.29472047324119643,0.0,0.0,-10.14858341217041,-57.626766204833984,0.002036476042121649
43130,3.85,20.0,18.00983714717987,1.9901628528201307,0.4320846938590357,0.32406352039427677,0.0,0.0,-9.896912574768066,-57.6234016418457,0.0020365905947983265
43131,3.9,20.0,18.211523401017708,1.7884765989822924,0.3884486780871633,0.2913365085653725,0.0,0.0,-9.646171569824219,-57.620052337646484,0.002023887587711215
43132,3.95,20.0,18.06666760992929,1.93333239007071,0.32162925364708944,0.24122194023531707,0.0,0.0,-9.395501136779785,-57.61661911010742,0.0020015717018395662
43133,4.0,20.0,17.940077485702275,2.0599225142977247,0.39490233515869405,0.29617675136902055,0.0,0.0,-9.144718170166016,-57.61326599121094,0.0020545576699078083
43134,4.05,20.0,17.98799975010953,2.0120002498904697,0.43655670500426785,0.3274175287532009,0.0,0.0,-8.89371395111084,-57.61006546020508,0.002041892847046256
43135,4.1,20.0,18.079580179070387,1.920419820929613,0.4062898327184572,0.3047173745388429,0.0,0.0,-8.641737937927246,-57.606781005859375,0.0020316315349191427
43136,4.15,20.0,18.21494949499183,1.7850505050081686,0.3722047008406534,0.27915352563049,0.0,0.0,-8.39048957824707,-57.60359191894531,0.00201587681658566
43137,4.2,20.0,18.078148072994537,1.9218519270054628,0.3327545764175421,0.24956593231315655,0.0,0.0,-8.139805793762207,-57.6003303527832,0.0019962310325354338
43138,4.25,20.0,17.978118585036754,2.0218814149632465,0.3981365737834367,0.2986024303375775,0.0,0.0,-7.8885698318481445,-57.597103118896484,0.0020481490064412355
43139,4.3,20.0,18.041082190181253,1.9589178098187467,0.4282175022023524,0.3211631266517643,0.0,0.0,-7.636877059936523,-57.59375,0.0020351409912109375
43140,4.35,20.0,18.163986085785414,1.8360139142145862,0.39371259542284476,0.2952844465671336,0.0,0.0,-7.385064601898193,-57.5906867980957,0.002021217253059149
43141,4.4,20.0,18.14467309622882,1.8553269037711786,0.3507587699863722,0.26306907748977915,0.0,0.0,-7.134175777435303,-57.58726501464844,0.002005996648222208
43142,4.45,20.0,17.970744698954988,2.029255301045012,0.3698399749040874,0.2773799811780655,0.0,0.0,-6.882978916168213,-57.58393478393555,0.002053832868114114
43143,4.5,20.0,18.07877034571559,1.92122965428441,0.43494444428072376,0.3262083332105428,0.0,0.0,-6.631084442138672,-57.58049011230469,0.00203502643853426
43144,4.55,20.0,18.24308807329074,1.756911926709261,0.3818573933525271,0.28639304501439533,0.0,0.0,-6.379711627960205,-57.57706069946289,0.002014274476096034
43145,4.6,20.0,18.11261193982959,1.8873880601704087,0.3275097160962922,0.24563228707221915,0.0,0.0,-6.128660202026367,-57.573612213134766,0.0019921492785215378
43146,4.65,20.0,18.01868479726457,1.9813152027354306,0.39118989926274234,0.29339242444705677,0.0,0.0,-5.8768815994262695,-57.57012939453125,0.002043342450633645
43147,4.7,20.0,18.152846072203417,1.8471539277965832,0.42002355404190944,0.31501766553143207,0.0,0.0,-5.625197410583496,-57.5663948059082,0.0020236587151885033
43148,4.75,20.0,18.150932286938612,1.8490677130613875,0.3616539709975154,0.2712404782481366,0.0,0.0,-5.3742570877075195,-57.56312561035156,0.0020049666054546833
43149,4.8,20.0,17.97877585440378,2.0212241455962214,0.37003335492618294,0.2775250161946372,0.0,0.0,-5.122844696044922,-57.55956268310547,0.0020510482136160135
43150,4.85,20.0,18.068641822051596,1.931358177948404,0.43395150732988746,0.3254636304974156,0.0,0.0,-4.870903015136719,-57.555999755859375,0.0020337295718491077
43151,4.9,20.0,18.24989814066975,1.7501018593302504,0.3871144759079242,0.29033585693094316,0.0,0.0,-4.619535446166992,-57.55232620239258,0.002013091929256916
43152,4.95,20.0,18.122444108849663,1.8775558911503367,0.3249693897837387,0.243727042337804,0.0,0.0,-4.368250846862793,-57.54873275756836,0.001990470802411437
43153,5.0,20.0,18.017393746223192,1.982606253776808,0.38835124547866834,0.29126343410900124,0.0,0.0,-4.1164774894714355,-57.544891357421875,0.00204296107403934
43154,5.05,20.0,18.18311102560661,1.8168889743933896,0.42175994149487445,0.3163199561211558,0.0,0.0,-3.8646931648254395,-57.54145050048828,0.0020226286724209785
43155,5.1,20.0,18.082987813744516,1.9170121862554836,0.35157439199650137,0.26368079399737604,0.0,0.0,-3.6142544746398926,-57.53777313232422,0.001998100196942687
43156,5.15,20.0,18.018533087360645,1.9814669126393554,0.3970969932294878,0.29782274492211586,0.0,0.0,-3.362614870071411,-57.53421401977539,0.0020442581735551357
43157,5.2,20.0,18.18464315737583,1.815356842624169,0.41488356481826033,0.31116267361369526,0.0,0.0,-3.1107428073883057,-57.5302734375,0.002021217253059149
43158,5.25,20.0,18.185333042781068,1.8146669572189325,0.3479132763517666,0.260934957263825,0.0,0.0,-2.8594470024108887,-57.52667236328125,0.002001647837460041
43159,5.3,20.0,17.990155501604384,2.0098444983956156,0.3598669414808632,0.26990020611064736,0.0,0.0,-2.6080141067504883,-57.522987365722656,0.0020497513469308615
43160,5.35,20.0,18.10744835212732,1.8925516478726792,0.43434563194369064,0.32575922395776796,0.0,0.0,-2.3557372093200684,-57.51935577392578,0.002030868548899889
43161,5.4,20.0,18.15400111883265,1.8459988811673504,0.3768586556684887,0.2826439917513665,0.0,0.0,-2.1050124168395996,-57.5157470703125,0.0020081710536032915
43162,5.45,20.0,18.005739193398586,1.9942608066014138,0.36407723307783024,0.27305792480837265,0.0,0.0,-1.8534525632858276,-57.51228332519531,0.0020504379644989967
43163,5.5,20.0,18.18579816284189,1.8142018371581088,0.4223802065283886,0.31678515489629144,0.0,0.0,-1.6017696857452393,-57.50849533081055,0.002023849403485656
43164,5.55,20.0,18.091295241453928,1.9087047585460724,0.3477390244541436,0.2608042683406077,0.0,0.0,-1.3512234687805176,-57.50503158569336,0.0019964599050581455
43165,5.6,20.0,18.031319775970175,1.968680224029825,0.39301067249971716,0.2947580043747879,0.0,0.0,-1.0994035005569458,-57.50144958496094,0.0020415878389030695
43166,5.65,20.0,18.194287115335474,1.8057128846645263,0.41064960606012735,0.30798720454509554,0.0,0.0,-0.8473424911499023,-57.498260498046875,0.0020187757909297943
43167,5.7,20.0,18.118213169147893,1.881786830852107,0.345937251054446,0.2594529382908345,0.0,0.0,-0.5963892936706543,-57.49476623535156,0.0019929122645407915
43168,5.75,20.0,18.05216132242794,1.9478386775720615,0.38502297304271577,0.28876722978203684,0.0,0.0,-0.34426823258399963,-57.491371154785156,0.002040023682639003
43169,5.8,20.0,18.24064956571484,1.7593504342851602,0.40676364518725,0.3050727338904375,0.0,0.0,-0.09298915416002274,-57.48783493041992,0.0020144653972238302
43170,5.85,20.0,17.95762108826265,2.0423789117373516,0.3334988382611142,0.25012412869583567,0.0,0.0,0.15787433087825775,-57.484275817871094,0.00205619796179235
43171,5.9,20.0,18.083473300960414,1.9165266990395864,0.4477606688102111,0.3358205016076583,0.0,0.0,0.4098072648048401,-57.48055648803711,0.0020328140817582607
43172,5.95,20.0,18.269338994909578,1.7306610050904219,0.3830104783411891,0.2872578587558918,0.0,0.0,0.6614109873771667,-57.4769172668457,0.0020094679202884436
43173,6.0,20.0,17.987250866569383,2.012749133430617,0.320191748716356,0.240143811537267,0.0,0.0,0.9126075506210327,-57.47322463989258,0.0020529937464743853
43174,6.05,20.0,18.097176603438722,1.9028233965612777,0.43862629465902797,0.32896972099427096,0.0,0.0,1.1647911071777344,-57.46970748901367,0.0020314024295657873
43175,6.1,20.0,18.146276140499136,1.8537238595008638,0.3817953244325415,0.2863464933244061,0.0,0.0,1.4154213666915894,-57.465911865234375,0.0020075987558811903
43176,6.15,20.0,18.00509582401923,1.9949041759807713,0.36642457898722175,0.2748184342404163,0.0,0.0,1.6670275926589966,-57.46240234375,0.0020486831199377775
43177,6.2,20.0,18.181567678262592,1.8184323217374079,0.4216546897241433,0.31624101729310744,0.0,0.0,1.9186882972717285,-57.45876693725586,0.0020225904881954193
43178,6.25,20.0,18.089410212884026,1.910589787115974,0.34868000907545227,0.2615100068065892,0.0,0.0,2.1691648960113525,-57.45539093017578,0.00199546804651618
43179,6.3,20.0,18.046602644445464,1.9533973555545359,0.3929775415505299,0.2947331561628974,0.0,0.0,2.421063184738159,-57.45199203491211,0.002040023682639003
43180,6.35,20.0,18.210630850163703,1.789369149836297,0.4047656537624596,0.3035742403218447,0.0,0.0,2.673224925994873,-57.44883728027344,0.002017135499045253
43181,6.4,20.0,18.110317199323646,1.8896828006763542,0.3414777565464364,0.2561083174098273,0.0,0.0,2.9240565299987793,-57.44548797607422,0.0019929504487663507
43182,6.45,20.0,18.05388313774791,1.9461168622520901,0.39005134230496047,0.29253850672872034,0.0,0.0,3.176100730895996,-57.44211959838867,0.002040023682639003
43183,6.5,20.0,18.23110981189742,1.7688901881025814,0.4065038027547144,0.3048778520660358,0.0,0.0,3.4272572994232178,-57.43862533569336,0.0020149610936641693
43184,6.55,20.0,18.12196316244418,1.8780368375558183,0.3371813300939359,0.25288599757045194,0.0,0.0,3.6784121990203857,-57.43515396118164,0.0019894028082489967
43185,6.6,20.0,18.047623554832082,1.9523764451679178,0.38945875646329453,0.2920940673474709,0.0,0.0,3.9304940700531006,-57.43165969848633,0.0020386504475027323
43186,6.65,20.0,18.171714525303063,1.828285474696937,0.41160100371256847,0.3087007527844263,0.0,0.0,4.182440280914307,-57.42842102050781,0.0020201110746711493
43187,6.7,20.0,18.167051293061192,1.832948706938808,0.35879689557903477,0.26909767168427606,0.0,0.0,4.433542728424072,-57.42483901977539,0.0020024871919304132
43188,6.75,20.0,17.995319947391156,2.004680052608844,0.3681519896764425,0.2761139922573319,0.0,0.0,4.685220718383789,-57.42144775390625,0.002048835624009371
43189,6.8,20.0,18.09073064211647,1.909269357883531,0.43165311884314445,0.3237398391323583,0.0,0.0,4.9374470710754395,-57.41803741455078,0.0020318604074418545
43190,6.85,20.0,18.271343135735286,1.728656864264714,0.382783820213376,0.287087865160032,0.0,0.0,5.18911600112915,-57.414730072021484,0.002011642325669527
43191,6.9,20.0,17.977745971845184,2.0222540281548156,0.3213727391813669,0.24102955438602516,0.0,0.0,5.440227031707764,-57.41133499145508,0.0020566177554428577
43192,6.95,20.0,18.09049004209214,1.9095099579078614,0.4430946417720726,0.3323209813290544,0.0,0.0,5.692306995391846,-57.408103942871094,0.002034683246165514
43193,7.0,20.0,18.268585952537677,1.731414047462323,0.38375594841121347,0.2878169613084101,0.0,0.0,5.943941593170166,-57.40476989746094,0.00201213825494051
43194,7.05,10.0,16.364575065496297,-6.364575065496297,-1.0,0.0,0.8,0.0,6.186352252960205,-57.40044403076172,0.0020014189649373293
43195,7.1,10.0,12.939137204221128,-2.9391372042211277,-1.0,0.0,0.8,0.0,6.384798049926758,-57.3931884765625,0.0020871353335678577
43196,7.15,10.0,9.513099123717799,0.4869008762822009,0.023909898042244526,0.017932423531683395,0.0,0.0,6.535635948181152,-57.384765625,0.0022869491949677467
43197,7.2,10.0,9.031934103032604,0.9680658969673956,1.0,0.75,0.0,0.0,6.65932559967041,-57.380638122558594,0.0023653411772102118
43198,7.25,10.0,9.34820143734222,0.6517985626577794,0.7746236728982353,0.5809677546736765,0.0,0.0,6.787422180175781,-57.38135528564453,0.0022809600923210382
43199,7.3,10.0,9.749025848950174,0.25097415104982623,0.3990563431678221,0.2992922573758666,0.0,0.0,6.920835018157959,-57.38300704956055,0.0021646118257194757
43200,7.35,10.0,9.992449669663605,0.00755033033639485,0.15792018860983684,0.11844014145737763,0.0,0.0,7.058585166931152,-57.38489532470703,0.0020663070026785135
43201,7.4,10.0,10.112930735613556,-0.11293073561355627,0.06232151890073608,0.04674113917555206,0.0,0.0,7.198626518249512,-57.38685989379883,0.0019990920554846525
43202,7.45,10.0,10.08090029756012,-0.0809002975601203,0.03923700870950557,0.029427756532129177,0.0,0.0,7.338973045349121,-57.38884735107422,0.0019612121395766735
43203,7.5,10.0,10.01723851209524,-0.017238512095239855,0.07202548260395278,0.054019111952964584,0.0,0.0,7.478521347045898,-57.39081954956055,0.0019422149052843451
43204,7.55,10.0,9.893073859185582,0.10692614081441754,0.10190457981753206,0.07642843486314904,0.0,0.0,7.616633892059326,-57.39277267456055,0.0019342803861945868
43205,7.6,10.0,9.804893260582432,0.19510673941756806,0.1428525386382907,0.10713940397871802,0.0,0.0,7.753288269042969,-57.39469909667969,0.0019303130684420466
43206,7.65,10.0,9.693303004619064,0.30669699538093553,0.16011526984412208,0.12008645238309157,0.0,0.0,7.888515472412109,-57.396610260009766,0.0019278716063126922
43207,7.7,10.0,9.634359226620843,0.3656407733791571,0.18365813223118607,0.13774359917338955,0.0,0.0,8.022627830505371,-57.39850997924805,0.0019244003342464566
43208,7.75,10.0,9.55446328452971,0.44553671547028983,0.1854787114720139,0.13910903360401042,0.0,0.0,8.155752182006836,-57.40038299560547,0.0019208525773137808
43209,7.8,10.0,9.523544020400669,0.47645597959933106,0.19820035526121185,0.1486502664459089,0.0,0.0,8.288174629211426,-57.402259826660156,0.001916160574182868
43210,7.85,10.0,9.465518642121413,0.5344813578785867,0.1933371737360421,0.14500288030203157,0.0,0.0,8.419949531555176,-57.404109954833984,0.0019118499476462603
43211,7.9,10.0,9.450825077777063,0.549174922222937,0.20271166773571037,0.15203375080178277,0.0,0.0,8.551277160644531,-57.40596389770508,0.0019071960123255849
43212,7.95,10.0,9.404410597316382,0.5955894026836184,0.19658468322927175,0.14743851242195383,0.0,0.0,8.682141304016113,-57.40782165527344,0.0019034957513213158
43213,8.0,10.0,9.398378396592753,0.6016216034072475,0.20572552894259466,0.154294146706946,0.0,0.0,8.81269359588623,-57.40966033935547,0.0018996810540556908
43214,8.05,10.0,9.358626033989344,0.6413739660106561,0.19964323992583888,0.14973242994437916,0.0,0.0,8.942885398864746,-57.41149139404297,0.001896934467367828
43215,8.1,10.0,9.358183798945825,0.6418162010541746,0.208856567129656,0.156642425347242,0.0,0.0,9.072848320007324,-57.41332244873047,0.00189403526019305
43216,8.15,10.0,9.323213637532467,0.6767863624675332,0.20268611328085867,0.15201458496064402,0.0,0.0,9.202521324157715,-57.41515350341797,0.00189208984375
43217,8.2,10.0,9.327105497761636,0.6728945022383641,0.21171882821416796,0.15878912116062596,0.0,0.0,9.33202838897705,-57.41698455810547,0.0018899536225944757
43218,8.25,10.0,9.295980120107627,0.7040198798923729,0.2052562402119398,0.15394218015895486,0.0,0.0,9.46130084991455,-57.41881561279297,0.0018886184552684426
43219,8.3,10.0,9.303369957090448,0.6966300429095522,0.2139890899527503,0.1604918174645627,0.0,0.0,9.590458869934082,-57.42064666748047,0.0018869399791583419
43220,8.35,10.0,9.275311651626636,0.7246883483733644,0.20720959302431588,0.15540719476823692,0.0,0.0,9.719427108764648,-57.42247009277344,0.0018860244890674949
43221,8.4,10.0,9.285443230157362,0.7145567698426376,0.21567245664270862,0.16175434248203147,0.0,0.0,9.848320960998535,-57.42428970336914,0.0018846893217414618
43222,8.45,10.0,9.25974465986554,0.7402553401344605,0.20864180196360224,0.15648135147270167,0.0,0.0,9.977059364318848,-57.42610549926758,0.001884040771983564
43223,8.5,10.0,9.271951841714358,0.7280481582856417,0.21690715832213694,0.16268036874160272,0.0,0.0,10.105754852294922,-57.427913665771484,0.001883010845631361
43224,8.55,10.0,9.248026717021819,0.7519732829781809,0.20970021602406647,0.15727516201804986,0.0,0.0,10.234320640563965,-57.42972183227539,0.001882591168396175
43225,8.6,10.0,9.261797902297506,0.7382020977024943,0.21782751352584506,0.1633706351443838,0.0,0.0,10.362866401672363,-57.43152618408203,0.0018817519303411245
43226,8.65,10.0,9.23919898935214,0.7608010106478602,0.21049183813979583,0.15786887860484689,0.0,0.0,10.491300582885742,-57.43333435058594,0.0018814849900081754
